"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"17.02.2019","1.324,25","1.324,65","1.324,95","1.323,85","-","-4,12%"
"15.02.2019","1.381,20","1.381,20","1.381,20","1.381,20","0,03K","0,58%"
"14.02.2019","1.373,20","1.373,20","1.373,20","1.373,20","0,07K","-0,10%"
"13.02.2019","1.374,60","1.374,60","1.374,60","1.374,60","0,05K","0,10%"
"12.02.2019","1.373,20","1.373,20","1.373,20","1.373,20","0,00K","0,15%"
"11.02.2019","1.371,20","1.371,20","1.371,20","1.371,20","0,03K","-0,48%"
"08.02.2019","1.377,80","1.377,80","1.377,80","1.377,80","0,05K","0,31%"
"07.02.2019","1.373,60","1.373,60","1.373,60","1.373,60","0,00K","-0,01%"
"06.02.2019","1.373,80","1.373,80","1.373,80","1.373,80","0,00K","-0,35%"
"05.02.2019","1.378,60","1.378,60","1.378,60","1.378,60","0,04K","0,02%"
"04.02.2019","1.378,30","1.378,30","1.378,30","1.378,30","0,00K","-0,20%"
"01.02.2019","1.381,10","1.382,60","1.382,60","1.382,60","0,01K","-0,21%"
"31.01.2019","1.384,00","1.384,00","1.384,00","1.384,00","0,08K","0,59%"
"30.01.2019","1.375,90","1.377,60","1.377,60","1.377,60","0,06K","0,02%"
"29.01.2019","1.375,60","1.375,60","1.375,60","1.375,60","0,20K","0,42%"
"28.01.2019","1.369,80","1.369,80","1.369,80","1.369,80","0,00K","0,43%"
"25.01.2019","1.364,00","1.360,00","1.360,00","1.360,00","0,01K","1,42%"
"24.01.2019","1.344,90","1.344,90","1.344,90","1.344,90","0,05K","-0,33%"
"23.01.2019","1.349,30","1.349,30","1.349,30","1.349,30","0,02K","0,07%"
"22.01.2019","1.348,40","1.348,40","1.348,40","1.348,40","0,15K","5,42%"
"21.01.2019","1.279,05","1.281,95","1.282,95","1.276,15","-","-0,23%"
"20.01.2019","1.282,05","1.281,30","1.282,70","1.280,50","-","-4,90%"
"18.01.2019","1.348,10","1.348,10","1.348,10","1.348,10","0,00K","-0,72%"
"17.01.2019","1.357,90","1.357,90","1.357,90","1.357,90","0,03K","-0,10%"
"16.01.2019","1.359,30","1.359,30","1.359,30","1.359,30","0,00K","0,41%"
"15.01.2019","1.353,70","1.353,70","1.353,70","1.353,70","0,01K","-0,26%"
"14.01.2019","1.357,20","1.357,20","1.357,20","1.357,20","0,40K","0,13%"
"11.01.2019","1.355,40","1.355,40","1.355,40","1.355,40","0,05K","0,18%"
"10.01.2019","1.353,00","1.353,00","1.353,00","1.353,00","0,55K","-0,32%"
"09.01.2019","1.357,30","1.357,30","1.357,30","1.357,30","0,10K","0,46%"
"08.01.2019","1.351,10","1.351,10","1.351,10","1.351,10","0,00K","-0,30%"
"07.01.2019","1.355,20","1.355,20","1.355,20","1.355,20","0,01K","0,31%"
"04.01.2019","1.351,00","1.351,80","1.351,80","1.351,80","0,00K","-0,65%"
"03.01.2019","1.359,80","1.359,80","1.359,80","1.359,80","0,01K","0,76%"
"02.01.2019","1.349,50","1.349,50","1.349,50","1.349,50","0,10K","5,15%"
"01.01.2019","1.283,35","1.284,70","1.284,75","1.282,85","-","-4,73%"
"31.12.2018","1.347,10","1.347,10","1.347,10","1.347,10","0,05K","-0,09%"
"28.12.2018","1.348,30","1.348,30","1.348,30","1.348,30","0,08K","0,13%"
"27.12.2018","1.346,50","1.346,50","1.346,50","1.346,50","0,03K","0,61%"
"26.12.2018","1.338,30","1.343,00","1.343,00","1.343,00","0,00K","5,32%"
"25.12.2018","1.270,75","1.272,50","1.274,55","1.270,65","-","-4,96%"
"24.12.2018","1.337,00","1.337,00","1.337,00","1.337,00","0,03K","1,05%"
"21.12.2018","1.323,10","1.323,10","1.323,10","1.323,10","0,06K","-0,75%"
"20.12.2018","1.333,10","1.333,10","1.333,10","1.333,10","0,01K","0,89%"
"19.12.2018","1.321,30","1.321,30","1.321,30","1.321,30","0,27K","0,21%"
"18.12.2018","1.318,50","1.318,50","1.318,50","1.318,50","0,03K","0,08%"
"17.12.2018","1.317,40","1.317,40","1.317,40","1.317,40","0,01K","0,80%"
"14.12.2018","1.307,00","1.307,00","1.307,00","1.307,00","0,03K","-0,47%"
"13.12.2018","1.313,20","1.313,20","1.313,20","1.313,20","0,19K","-0,20%"
"12.12.2018","1.315,80","1.315,80","1.315,80","1.315,80","0,07K","0,22%"
"11.12.2018","1.312,90","1.312,90","1.312,90","1.312,90","0,00K","-0,14%"
"10.12.2018","1.314,80","1.314,80","1.314,80","1.314,80","0,09K","-0,36%"
"07.12.2018","1.319,50","1.319,50","1.319,50","1.319,50","0,00K","0,71%"
"06.12.2018","1.310,20","1.313,90","1.313,90","1.309,50","0,00K","0,05%"
"05.12.2018","1.309,60","1.309,60","1.309,60","1.309,60","0,00K","-0,30%"
"04.12.2018","1.313,60","1.313,60","1.313,60","1.313,60","0,02K","0,55%"
"03.12.2018","1.306,40","1.306,40","1.306,40","1.306,40","0,05K","1,06%"
"30.11.2018","1.292,70","1.289,70","1.289,70","1.289,70","0,00K","-0,33%"
"29.11.2018","1.297,00","1.297,00","1.297,00","1.297,00","0,00K","0,05%"
"28.11.2018","1.296,40","1.296,40","1.296,40","1.296,40","0,00K","0,77%"
"27.11.2018","1.286,50","1.286,50","1.286,50","1.286,50","0,01K","-0,72%"
"26.11.2018","1.295,80","1.295,80","1.295,80","1.295,80","0,00K","-0,02%"
"23.11.2018","1.296,10","1.296,10","1.296,10","1.296,10","0,06K","5,55%"
"22.11.2018","1.228,00","1.226,40","1.229,70","1.225,50","-","-5,60%"
"21.11.2018","1.300,80","1.300,80","1.300,80","1.300,80","0,34K","0,57%"
"20.11.2018","1.293,40","1.293,40","1.293,40","1.293,40","0,01K","-0,32%"
"19.11.2018","1.297,50","1.297,50","1.297,50","1.297,50","0,10K","0,20%"
"16.11.2018","1.294,90","1.294,90","1.294,90","1.294,90","0,00K","0,57%"
"15.11.2018","1.287,60","1.287,60","1.287,60","1.287,60","0,01K","0,34%"
"14.11.2018","1.283,20","1.283,20","1.283,20","1.283,20","0,33K","0,67%"
"13.11.2018","1.274,70","1.274,70","1.274,70","1.274,70","0,01K","-0,16%"
"12.11.2018","1.276,80","1.276,80","1.276,80","1.276,80","0,03K","-0,42%"
"09.11.2018","1.282,20","1.282,20","1.282,20","1.282,20","0,08K","-1,32%"
"08.11.2018","1.299,30","1.299,30","1.299,30","1.299,30","0,00K","-0,27%"
"07.11.2018","1.302,80","1.302,80","1.302,80","1.302,80","0,00K","0,18%"
"06.11.2018","1.300,40","1.300,40","1.300,40","1.300,40","0,01K","-0,46%"
"05.11.2018","1.306,40","1.306,40","1.306,40","1.306,40","0,05K","-0,07%"
"02.11.2018","1.307,30","1.307,30","1.307,30","1.307,30","0,00K","-0,37%"
"01.11.2018","1.312,20","1.312,20","1.312,20","1.312,20","0,01K","1,86%"
"31.10.2018","1.288,20","1.291,10","1.291,10","1.291,10","0,00K","-0,82%"
"30.10.2018","1.298,90","1.296,70","1.296,70","1.296,70","0,00K","-0,17%"
"29.10.2018","1.301,10","1.301,10","1.301,10","1.301,10","0,00K","-0,66%"
"26.10.2018","1.309,70","1.309,70","1.309,70","1.309,70","0,05K","0,23%"
"25.10.2018","1.306,70","1.306,70","1.306,70","1.306,70","0,00K","0,09%"
"24.10.2018","1.305,50","1.305,50","1.305,50","1.305,50","0,01K","-0,50%"
"23.10.2018","1.312,00","1.312,00","1.312,00","1.312,00","0,03K","0,94%"
"22.10.2018","1.299,80","1.299,80","1.299,80","1.299,80","0,02K","-0,31%"
"19.10.2018","1.303,80","1.303,80","1.303,80","1.303,80","0,06K","-0,10%"
"18.10.2018","1.305,10","1.305,10","1.305,10","1.305,10","0,17K","0,25%"
"17.10.2018","1.301,90","1.301,90","1.301,90","1.301,90","0,01K","-0,30%"
"16.10.2018","1.305,80","1.305,80","1.305,80","1.305,80","0,05K","0,03%"
"15.10.2018","1.305,40","1.305,40","1.305,40","1.305,40","0,14K","0,70%"
"12.10.2018","1.296,30","1.296,30","1.296,30","1.296,30","0,12K","-0,46%"
"11.10.2018","1.302,30","1.271,20","1.271,20","1.271,20","0,00K","2,73%"
"10.10.2018","1.267,70","1.267,70","1.267,70","1.267,70","0,06K","0,15%"
"09.10.2018","1.265,80","1.265,80","1.265,80","1.265,80","0,01K","0,23%"
"08.10.2018","1.262,90","1.262,90","1.262,90","1.262,90","0,04K","-1,35%"
"05.10.2018","1.280,20","1.280,20","1.280,20","1.280,20","0,01K","0,37%"
"04.10.2018","1.275,50","1.275,50","1.275,50","1.275,50","0,00K","-0,09%"
"03.10.2018","1.276,70","1.276,70","1.276,70","1.276,70","0,08K","-0,31%"
"02.10.2018","1.280,70","1.280,70","1.280,70","1.280,70","0,00K","1,29%"
"01.10.2018","1.264,40","1.264,40","1.264,40","1.264,40","0,18K","-0,34%"
"28.09.2018","1.268,70","1.270,00","1.270,00","1.270,00","0,00K","0,71%"
"27.09.2018","1.259,80","1.260,00","1.260,00","1.260,00","0,00K","-0,94%"
"26.09.2018","1.271,80","1.271,80","1.271,80","1.271,80","0,00K","-0,50%"
"25.09.2018","1.278,20","1.278,20","1.278,20","1.278,20","0,02K","0,06%"
"24.09.2018","1.277,40","1.277,40","1.277,40","1.277,40","0,01K","0,24%"
"21.09.2018","1.274,30","1.274,30","1.274,30","1.274,30","0,04K","-0,79%"
"20.09.2018","1.284,40","1.284,40","1.284,40","1.284,40","0,01K","0,23%"
"19.09.2018","1.281,50","1.281,50","1.281,50","1.281,50","0,01K","0,45%"
"18.09.2018","1.275,70","1.275,70","1.275,70","1.275,70","0,03K","-0,21%"
"17.09.2018","1.278,40","1.278,40","1.278,40","1.278,40","0,04K","0,36%"
"14.09.2018","1.273,80","1.273,80","1.273,80","1.273,80","0,00K","-0,56%"
"13.09.2018","1.281,00","1.281,00","1.281,00","1.281,00","0,02K","-0,23%"
"12.09.2018","1.283,90","1.269,60","1.271,00","1.269,50","0,02K","0,75%"
"11.09.2018","1.274,40","1.274,40","1.274,40","1.274,40","0,02K","0,22%"
"10.09.2018","1.271,60","1.271,60","1.271,60","1.271,60","0,01K","-0,04%"
"07.09.2018","1.272,10","1.272,10","1.272,10","1.272,10","0,00K","-0,28%"
"06.09.2018","1.275,70","1.275,70","1.275,70","1.275,70","0,00K","0,24%"
"05.09.2018","1.272,60","1.266,10","1.271,90","1.266,10","0,01K","0,19%"
"04.09.2018","1.270,20","1.270,20","1.270,20","1.270,20","0,03K","5,30%"
"03.09.2018","1.206,30","1.204,90","1.209,60","1.201,30","-","0,12%"
"02.09.2018","1.204,90","1.206,20","1.206,60","1.204,50","-","-5,70%"
"31.08.2018","1.277,70","1.277,70","1.277,70","1.277,70","0,03K","0,13%"
"30.08.2018","1.276,10","1.276,10","1.276,10","1.276,10","0,01K","-0,56%"
"29.08.2018","1.283,30","1.283,30","1.283,30","1.283,30","0,03K","-0,24%"
"28.08.2018","1.286,40","1.286,40","1.286,40","1.286,40","0,14K","-0,12%"
"27.08.2018","1.288,00","1.288,00","1.288,00","1.288,00","0,15K","0,23%"
"24.08.2018","1.285,00","1.285,00","1.285,00","1.285,00","0,01K","1,56%"
"23.08.2018","1.265,20","1.265,20","1.265,20","1.265,20","0,00K","-0,83%"
"22.08.2018","1.275,80","1.280,20","1.280,20","1.278,20","0,00K","0,24%"
"21.08.2018","1.272,80","1.272,90","1.272,90","1.272,90","0,00K","0,42%"
"20.08.2018","1.267,50","1.266,00","1.266,00","1.266,00","0,00K","0,75%"
"17.08.2018","1.258,10","1.258,10","1.258,10","1.258,10","0,00K","0,01%"
"16.08.2018","1.258,00","1.258,00","1.258,00","1.258,00","0,04K","-0,13%"
"15.08.2018","1.259,70","1.265,80","1.265,80","1.265,80","0,00K","-1,27%"
"14.08.2018","1.275,90","1.273,40","1.273,40","1.273,40","0,00K","0,14%"
"13.08.2018","1.274,10","1.274,10","1.274,10","1.274,10","0,01K","-1,58%"
"10.08.2018","1.294,60","1.294,60","1.294,60","1.294,60","0,08K","-0,09%"
"09.08.2018","1.295,80","1.295,80","1.295,80","1.295,80","0,04K","-0,08%"
"08.08.2018","1.296,80","1.296,80","1.296,80","1.296,80","0,21K","0,20%"
"07.08.2018","1.294,20","1.294,20","1.294,20","1.294,20","0,72K","0,05%"
"06.08.2018","1.293,60","1.302,80","1.305,00","1.298,60","0,01K","-0,45%"
"03.08.2018","1.299,40","1.288,80","1.298,40","1.288,80","0,01K","0,25%"
"02.08.2018","1.296,20","1.308,00","1.308,00","1.308,00","0,00K","-0,60%"
"01.08.2018","1.304,00","1.304,00","1.304,00","1.304,00","1,03K","-0,44%"
"31.07.2018","1.309,80","1.309,80","1.309,80","1.309,80","2,72K","0,16%"
"30.07.2018","1.307,70","1.306,90","1.309,10","1.301,90","0,01K","-0,10%"
"27.07.2018","1.309,00","1.309,00","1.309,00","1.309,00","0,00K","-0,19%"
"26.07.2018","1.311,50","1.311,50","1.311,50","1.311,50","0,00K","-0,39%"
"25.07.2018","1.316,70","1.316,70","1.316,70","1.316,70","0,06K","0,45%"
"24.07.2018","1.310,80","1.310,80","1.310,80","1.310,80","0,04K","0,01%"
"23.07.2018","1.310,70","1.307,60","1.307,60","1.307,60","0,00K","-0,46%"
"20.07.2018","1.316,80","1.316,80","1.316,80","1.316,80","0,15K","0,49%"
"19.07.2018","1.310,40","1.302,00","1.302,00","1.302,00","0,08K","-0,35%"
"18.07.2018","1.315,00","1.315,00","1.315,00","1.315,00","0,00K","0,03%"
"17.07.2018","1.314,60","1.320,00","1.320,00","1.320,00","0,03K","-0,97%"
"16.07.2018","1.327,50","1.327,50","1.327,50","1.327,50","0,00K","-0,11%"
"13.07.2018","1.329,00","1.327,00","1.327,00","1.327,00","0,00K","-0,46%"
"12.07.2018","1.335,20","1.335,20","1.335,20","1.335,20","0,01K","0,16%"
"11.07.2018","1.333,10","1.333,10","1.333,10","1.333,10","0,03K","-0,88%"
"10.07.2018","1.344,90","1.344,90","1.344,90","1.344,90","0,07K","-0,29%"
"09.07.2018","1.348,80","1.348,80","1.348,80","1.348,80","0,04K","0,31%"
"06.07.2018","1.344,60","1.344,60","1.344,60","1.344,60","0,01K","-0,21%"
"05.07.2018","1.347,40","1.347,40","1.347,40","1.347,40","0,01K","7,10%"
"04.07.2018","1.258,10","1.256,20","1.262,40","1.255,30","-","-6,27%"
"03.07.2018","1.342,20","1.342,20","1.342,20","1.342,20","0,04K","0,94%"
"02.07.2018","1.329,70","1.329,70","1.329,70","1.329,70","0,03K","-1,04%"
"29.06.2018","1.343,70","1.343,70","1.343,70","1.343,70","0,05K","0,28%"
"28.06.2018","1.340,00","1.340,00","1.340,00","1.340,00","0,38K","-0,41%"
"27.06.2018","1.345,50","1.345,50","1.345,50","1.345,50","0,01K","-0,33%"
"26.06.2018","1.350,00","1.350,00","1.350,00","1.350,00","0,09K","-0,71%"
"25.06.2018","1.359,60","1.353,70","1.353,70","1.353,70","0,00K","-0,15%"
"22.06.2018","1.361,70","1.365,00","1.365,00","1.365,00","0,00K","0,02%"
"21.06.2018","1.361,40","1.360,00","1.360,00","1.360,00","0,00K","-0,31%"
"20.06.2018","1.365,70","1.376,80","1.376,80","1.376,80","0,00K","-0,28%"
"19.06.2018","1.369,60","1.369,60","1.369,60","1.369,60","0,03K","-0,14%"
"18.06.2018","1.371,50","1.371,50","1.371,50","1.371,50","0,04K","0,13%"
"15.06.2018","1.369,70","1.369,70","1.369,70","1.369,70","0,59K","-2,23%"
"14.06.2018","1.401,00","1.401,00","1.401,00","1.401,00","0,05K","0,51%"
"13.06.2018","1.393,90","1.393,90","1.393,90","1.393,90","0,14K","0,12%"
"12.06.2018","1.392,20","1.392,20","1.392,20","1.392,20","0,15K","-0,27%"
"11.06.2018","1.395,90","1.395,90","1.395,90","1.395,90","0,07K","0,08%"
"08.06.2018","1.394,80","1.394,80","1.394,80","1.394,80","0,65K","0,00%"
"07.06.2018","1.394,80","1.394,80","1.394,80","1.394,80","0,08K","0,06%"
"06.06.2018","1.393,90","1.393,90","1.393,90","1.393,90","0,03K","-0,04%"
"05.06.2018","1.394,50","1.394,50","1.394,50","1.394,50","0,36K","0,36%"
"04.06.2018","1.389,50","1.389,60","1.390,50","1.389,60","0,00K","-0,04%"
"01.06.2018","1.390,10","1.392,40","1.392,40","1.392,40","0,00K","-0,35%"
"31.05.2018","1.395,00","1.395,00","1.395,00","1.395,00","4,08K","-0,12%"
"30.05.2018","1.396,70","1.396,70","1.396,70","1.396,70","50,85K","0,22%"
"29.05.2018","1.393,70","1.393,70","1.393,70","1.393,70","0,08K","7,41%"
"28.05.2018","1.297,60","1.298,40","1.299,70","1.294,70","-","-0,05%"
"27.05.2018","1.298,30","1.299,80","1.299,90","1.296,10","-","-7,48%"
"25.05.2018","1.403,20","1.403,20","1.403,20","1.403,20","0,00K","-0,07%"
"24.05.2018","1.404,20","1.404,20","1.404,20","1.404,20","0,02K","1,08%"
"23.05.2018","1.389,20","1.389,20","1.389,20","1.389,20","0,01K","-0,21%"
"22.05.2018","1.392,10","1.392,10","1.392,10","1.392,10","0,05K","0,07%"
"21.05.2018","1.391,10","1.391,10","1.391,10","1.391,10","0,05K","-0,01%"
"18.05.2018","1.391,30","1.391,30","1.391,30","1.391,30","0,00K","0,09%"
"17.05.2018","1.390,00","1.390,00","1.390,00","1.390,00","0,00K","-0,15%"
"16.05.2018","1.392,10","1.392,10","1.392,10","1.392,10","0,03K","0,17%"
"15.05.2018","1.389,80","1.405,30","1.405,30","1.405,30","0,00K","-1,98%"
"14.05.2018","1.417,90","1.417,90","1.417,90","1.417,90","0,00K","-0,18%"
"11.05.2018","1.420,40","1.420,40","1.420,40","1.420,40","0,00K","-0,12%"
"10.05.2018","1.422,10","1.422,10","1.422,10","1.422,10","0,01K","0,64%"
"09.05.2018","1.413,00","1.413,50","1.413,50","1.413,30","0,03K","-0,06%"
"08.05.2018","1.413,80","1.413,80","1.413,80","1.413,80","0,34K","-0,03%"
"07.05.2018","1.414,20","1.414,20","1.414,20","1.414,20","0,00K","-0,04%"
"04.05.2018","1.414,70","1.414,70","1.414,70","1.414,70","0,04K","0,16%"
"03.05.2018","1.412,40","1.412,40","1.412,40","1.412,40","0,00K","0,51%"
"02.05.2018","1.405,30","1.405,30","1.405,30","1.405,30","0,02K","-0,08%"
"01.05.2018","1.406,40","1.406,40","1.406,40","1.406,40","0,03K","-0,89%"
"30.04.2018","1.419,10","1.419,10","1.419,10","1.419,10","0,05K","-0,32%"
"27.04.2018","1.423,60","1.423,60","1.423,60","1.423,60","0,62K","0,39%"
"26.04.2018","1.418,00","1.418,00","1.418,00","1.418,00","0,01K","-0,34%"
"25.04.2018","1.422,90","1.422,90","1.422,90","1.422,90","0,28K","-0,71%"
"24.04.2018","1.433,10","1.433,10","1.433,10","1.433,10","0,03K","0,64%"
"23.04.2018","1.424,00","1.424,00","1.424,00","1.424,00","0,01K","-0,99%"
"20.04.2018","1.438,20","1.442,00","1.442,00","1.442,00","0,00K","-0,73%"
"19.04.2018","1.448,80","1.453,00","1.453,00","1.453,00","0,00K","-0,32%"
"18.04.2018","1.453,50","1.460,10","1.460,10","1.460,10","0,00K","0,29%"
"17.04.2018","1.449,30","1.449,30","1.449,30","1.449,30","0,41K","-0,09%"
"16.04.2018","1.450,60","1.450,60","1.450,60","1.450,60","0,06K","0,19%"
"13.04.2018","1.447,90","1.447,90","1.447,90","1.447,90","0,07K","0,45%"
"12.04.2018","1.441,40","1.441,40","1.441,40","1.441,40","0,03K","-1,27%"
"11.04.2018","1.460,00","1.460,00","1.460,00","1.460,00","0,00K","1,00%"
"10.04.2018","1.445,50","1.445,50","1.445,50","1.445,50","0,11K","0,41%"
"09.04.2018","1.439,60","1.439,60","1.439,60","1.439,60","0,29K","0,26%"
"06.04.2018","1.435,90","1.435,90","1.435,90","1.435,90","0,35K","0,55%"
"05.04.2018","1.428,10","1.428,10","1.428,10","1.428,10","0,26K","-0,81%"
"04.04.2018","1.439,70","1.439,70","1.439,70","1.439,70","0,72K","0,22%"
"03.04.2018","1.436,50","1.436,50","1.436,50","1.436,50","0,70K","-0,64%"
"02.04.2018","1.445,80","1.445,80","1.445,80","1.445,80","0,65K","1,39%"
"29.03.2018","1.426,00","1.426,00","1.426,00","1.426,00","5,59K","-0,20%"
"28.03.2018","1.428,90","1.428,90","1.428,90","1.428,90","59,28K","-1,31%"
"27.03.2018","1.447,80","1.447,80","1.447,80","1.447,80","0,01K","-0,90%"
"26.03.2018","1.461,00","1.461,00","1.461,00","1.461,00","0,01K","0,41%"
"23.03.2018","1.455,00","1.455,00","1.455,00","1.455,00","0,01K","1,59%"
"22.03.2018","1.432,20","1.432,20","1.432,20","1.432,20","0,00K","0,39%"
"21.03.2018","1.426,60","1.426,60","1.426,60","1.426,60","0,01K","0,73%"
"20.03.2018","1.416,20","1.416,20","1.416,20","1.416,20","0,00K","-0,39%"
"19.03.2018","1.421,70","1.421,70","1.421,70","1.421,70","0,01K","0,38%"
"16.03.2018","1.416,30","1.416,30","1.416,30","1.416,30","0,03K","-0,38%"
"15.03.2018","1.421,70","1.421,70","1.421,70","1.421,70","0,10K","-0,56%"
"14.03.2018","1.429,70","1.429,70","1.429,70","1.429,70","0,03K","-0,12%"
"13.03.2018","1.431,40","1.433,40","1.433,40","1.433,40","0,00K","0,46%"
"12.03.2018","1.424,80","1.424,80","1.424,80","1.424,80","0,00K","-0,22%"
"09.03.2018","1.428,00","1.428,00","1.428,00","1.428,00","0,09K","0,30%"
"08.03.2018","1.423,70","1.423,70","1.423,70","1.423,70","0,06K","-0,29%"
"07.03.2018","1.427,90","1.427,90","1.427,90","1.427,90","0,03K","-0,56%"
"06.03.2018","1.435,90","1.435,90","1.435,90","1.435,90","0,02K","1,08%"
"05.03.2018","1.420,50","1.420,50","1.420,50","1.420,50","0,02K","-0,26%"
"02.03.2018","1.424,20","1.424,20","1.424,20","1.424,20","0,16K","1,29%"
"01.03.2018","1.406,00","1.406,00","1.406,00","1.406,00","0,04K","-0,93%"
"28.02.2018","1.419,20","1.419,20","1.419,20","1.419,20","0,06K","-0,03%"
"27.02.2018","1.419,60","1.419,60","1.419,60","1.419,60","0,05K","-0,94%"
"26.02.2018","1.433,10","1.433,10","1.433,10","1.433,10","0,04K","0,29%"
"23.02.2018","1.429,00","1.429,00","1.429,00","1.429,00","0,43K","-0,17%"
"22.02.2018","1.431,40","1.431,40","1.431,40","1.431,40","0,07K","0,06%"
"21.02.2018","1.430,60","1.430,60","1.430,60","1.430,60","0,12K","0,15%"
"20.02.2018","1.428,40","1.428,40","1.428,40","1.428,40","0,28K","5,98%"
"19.02.2018","1.347,80","1.350,40","1.353,90","1.347,40","-","-0,20%"
"18.02.2018","1.350,50","1.349,70","1.352,40","1.349,70","-","-7,04%"
"16.02.2018","1.452,80","1.452,80","1.452,80","1.452,80","0,11K","0,09%"
"15.02.2018","1.451,50","1.451,50","1.451,50","1.451,50","0,11K","-0,10%"
"14.02.2018","1.452,90","1.452,90","1.452,90","1.452,90","0,40K","1,97%"
"13.02.2018","1.424,80","1.424,80","1.424,80","1.424,80","0,07K","0,27%"
"12.02.2018","1.420,90","1.420,90","1.420,90","1.420,90","0,14K","0,77%"
"09.02.2018","1.410,10","1.410,10","1.410,10","1.410,10","0,00K","-0,33%"
"08.02.2018","1.414,80","1.414,80","1.414,80","1.414,80","0,46K","0,29%"
"07.02.2018","1.410,70","1.410,70","1.410,70","1.410,70","0,49K","-1,03%"
"06.02.2018","1.425,40","1.425,40","1.425,40","1.425,40","0,53K","-0,52%"
"05.02.2018","1.432,90","1.432,90","1.432,90","1.432,90","0,64K","-0,12%"
"02.02.2018","1.434,60","1.434,60","1.434,60","1.434,60","2,84K","-0,73%"
"01.02.2018","1.445,10","1.445,10","1.445,10","1.445,10","1,68K","0,40%"
"31.01.2018","1.439,40","1.439,40","1.439,40","1.439,40","4,88K","0,22%"
"30.01.2018","1.436,20","1.436,20","1.436,20","1.436,20","52,10K","-0,35%"
"29.01.2018","1.441,30","1.441,30","1.441,30","1.441,30","0,00K","-0,85%"
"26.01.2018","1.453,70","1.453,70","1.453,70","1.453,70","0,05K","-0,64%"
"25.01.2018","1.463,10","1.463,10","1.463,10","1.463,10","0,00K","0,47%"
"24.01.2018","1.456,30","1.456,30","1.456,30","1.456,30","0,02K","1,54%"
"23.01.2018","1.434,20","1.434,20","1.434,20","1.434,20","0,05K","0,32%"
"22.01.2018","1.429,60","1.429,60","1.429,60","1.429,60","0,16K","0,26%"
"19.01.2018","1.425,90","1.425,90","1.425,90","1.425,90","0,05K","0,49%"
"18.01.2018","1.419,00","1.419,00","1.419,00","1.419,00","0,21K","-0,84%"
"17.01.2018","1.431,00","1.431,00","1.431,00","1.431,00","0,03K","0,20%"
"16.01.2018","1.428,10","1.428,10","1.428,10","1.428,10","0,01K","6,43%"
"15.01.2018","1.341,80","1.337,30","1.344,90","1.337,00","-","0,33%"
"14.01.2018","1.337,40","1.337,70","1.338,60","1.336,40","-","-6,19%"
"12.01.2018","1.425,70","1.425,70","1.425,70","1.425,70","0,01K","1,01%"
"11.01.2018","1.411,40","1.411,40","1.411,40","1.411,40","0,01K","0,22%"
"10.01.2018","1.408,30","1.408,30","1.408,30","1.408,30","0,00K","0,50%"
"09.01.2018","1.401,30","1.398,00","1.398,00","1.398,00","0,00K","-0,43%"
"08.01.2018","1.407,40","1.407,40","1.407,40","1.407,40","0,04K","-0,06%"
"05.01.2018","1.408,30","1.408,30","1.408,30","1.408,30","0,00K","0,07%"
"04.01.2018","1.407,30","1.407,30","1.407,30","1.407,30","0,00K","0,24%"
"03.01.2018","1.404,00","1.399,00","1.399,00","1.399,00","0,00K","0,28%"
"02.01.2018","1.400,10","1.400,10","1.400,10","1.400,10","0,00K","6,98%"
"01.01.2018","1.308,70","1.305,80","1.309,70","1.304,60","-","-5,98%"
"29.12.2017","1.391,90","1.391,90","1.391,90","1.391,90","0,07K","0,91%"
"28.12.2017","1.379,40","1.372,10","1.372,10","1.372,00","0,01K","0,52%"
"27.12.2017","1.372,30","1.372,30","1.372,30","1.372,30","0,07K","0,28%"
"26.12.2017","1.368,50","1.368,50","1.368,50","1.368,50","0,08K","7,09%"
"25.12.2017","1.277,90","1.278,90","1.279,50","1.277,90","-","-6,02%"
"22.12.2017","1.359,80","1.353,70","1.354,30","1.353,70","0,00K","0,63%"
"21.12.2017","1.351,30","1.351,30","1.351,30","1.351,30","0,23K","0,07%"
"20.12.2017","1.350,40","1.350,40","1.350,40","1.350,40","0,06K","0,42%"
"19.12.2017","1.344,80","1.344,80","1.344,80","1.344,80","0,33K","-0,06%"
"18.12.2017","1.345,60","1.345,60","1.345,60","1.345,60","0,05K","0,61%"
"15.12.2017","1.337,40","1.337,40","1.337,40","1.337,40","0,58K","0,01%"
"14.12.2017","1.337,20","1.342,00","1.342,00","1.334,00","0,00K","0,64%"
"13.12.2017","1.328,70","1.328,70","1.328,70","1.328,70","0,35K","0,51%"
"12.12.2017","1.321,90","1.321,90","1.321,90","1.321,90","0,06K","-0,37%"
"11.12.2017","1.326,80","1.326,80","1.326,80","1.326,80","0,15K","-0,10%"
"08.12.2017","1.328,10","1.330,50","1.330,50","1.330,50","0,00K","-0,37%"
"07.12.2017","1.333,00","1.327,60","1.327,60","1.327,60","0,01K","-0,98%"
"06.12.2017","1.346,20","1.346,20","1.346,20","1.346,20","0,37K","0,08%"
"05.12.2017","1.345,10","1.345,10","1.345,10","1.345,10","1,50K","-0,95%"
"04.12.2017","1.358,00","1.358,00","1.358,00","1.358,00","0,85K","-0,35%"
"01.12.2017","1.362,80","1.362,80","1.362,80","1.362,80","0,82K","0,41%"
"30.11.2017","1.357,30","1.357,30","1.357,30","1.357,30","3,05K","-0,67%"
